round25:running time: 2.147, start_pos:[(2, 6), (7, 9), (7, 10), (10, 9), (0, 0)], paths length:[17, 13, 9, 12, 12], min_sum:63, min_max:17
round26:running time: 0.449, start_pos:[(9, 5), (0, 9), (1, 9), (10, 3), (10, 2)], paths length:[14, 19, 15, 15, 3], min_sum:66, min_max:19
round27:running time: 0.203, start_pos:[(10, 9), (5, 9), (1, 7), (0, 2), (4, 0)], paths length:[10, 6, 8, 10, 8], min_sum:42, min_max:10
round28:running time: 0.395, start_pos:[(3, 1), (1, 6), (7, 7), (0, 9), (6, 5)], paths length:[12, 7, 11, 7, 10], min_sum:47, min_max:12
round29:running time: 0.571, start_pos:[(10, 10), (4, 0), (3, 1), (5, 6), (8, 1)], paths length:[10, 18, 5, 18, 6], min_sum:57, min_max:18
round30:running time: 0.147, start_pos:[(3, 10), (9, 8), (8, 6), (4, 0), (5, 9)], paths length:[9, 5, 13, 16, 10], min_sum:53, min_max:16
round31:running time: 2.921, start_pos:[(7, 7), (0, 10), (3, 4), (1, 4), (1, 10)], paths length:[18, 6, 10, 15, 7], min_sum:56, min_max:18
round32:running time: 0.166, start_pos:[(0, 7), (8, 4), (8, 10), (1, 9), (10, 10)], paths length:[17, 10, 10, 6, 9], min_sum:52, min_max:17
round33:running time: 0.132, start_pos:[(5, 6), (8, 6), (10, 10), (3, 4), (5, 1)], paths length:[7, 7, 7, 15, 16], min_sum:52, min_max:16
round34:running time: 0.188, start_pos:[(6, 8), (2, 7), (10, 4), (8, 10), (5, 10)], paths length:[8, 27, 11, 5, 3], min_sum:54, min_max:27
round35:running time: 0.379, start_pos:[(5, 0), (7, 3), (3, 8), (8, 7), (1, 7)], paths length:[15, 13, 1, 16, 13], min_sum:58, min_max:16
round36:running time: 0.109, start_pos:[(2, 4), (5, 3), (0, 5), (5, 0), (5, 6)], paths length:[10, 12, 11, 9, 13], min_sum:55, min_max:13
round37:running time: 0.22, start_pos:[(7, 10), (0, 0), (9, 8), (7, 1), (10, 4)], paths length:[9, 16, 7, 12, 10], min_sum:54, min_max:16
round38:running time: 1.172, start_pos:[(6, 8), (8, 4), (7, 10), (10, 2), (3, 1)], paths length:[11, 18, 11, 24, 12], min_sum:76, min_max:24
round39:running time: 0.68, start_pos:[(10, 5), (6, 3), (5, 0), (5, 3), (0, 7)], paths length:[15, 11, 13, 13, 18], min_sum:70, min_max:18
round40:running time: 0.564, start_pos:[(3, 9), (0, 0), (3, 10), (6, 5), (1, 9)], paths length:[19, 12, 5, 17, 5], min_sum:58, min_max:19
round41:running time: 0.137, start_pos:[(3, 1), (10, 3), (0, 6), (9, 0), (6, 1)], paths length:[10, 23, 10, 1, 2], min_sum:46, min_max:23
round42:running time: 0.105, start_pos:[(9, 8), (9, 5), (0, 4), (6, 5), (4, 0)], paths length:[8, 10, 12, 7, 14], min_sum:51, min_max:14
round43:running time: 0.347, start_pos:[(0, 9), (5, 0), (1, 6), (8, 1), (3, 5)], paths length:[7, 6, 7, 6, 32], min_sum:58, min_max:32
round44:running time: 0.675, start_pos:[(3, 10), (8, 7), (10, 5), (10, 0), (8, 10)], paths length:[9, 7, 10, 13, 10], min_sum:49, min_max:13
round45:running time: 0.461, start_pos:[(3, 8), (8, 4), (5, 6), (10, 4), (1, 7)], paths length:[8, 7, 10, 8, 21], min_sum:54, min_max:21
round46:running time: 0.185, start_pos:[(5, 5), (1, 9), (1, 1), (3, 10), (8, 0)], paths length:[16, 4, 17, 4, 8], min_sum:49, min_max:17
round47:running time: 0.372, start_pos:[(6, 9), (10, 10), (3, 7), (9, 5), (8, 3)], paths length:[11, 3, 20, 8, 18], min_sum:60, min_max:20
round48:running time: 0.149, start_pos:[(0, 1), (8, 6), (5, 9), (7, 7), (9, 0)], paths length:[15, 12, 6, 10, 11], min_sum:54, min_max:15
round49:running time: 0.15, start_pos:[(6, 5), (7, 9), (5, 0), (9, 7), (10, 0)], paths length:[7, 6, 21, 14, 12], min_sum:60, min_max:21
pre-processing time:0.018s, running time:30.615s, expansion:588.96, successful time:50, avg_max_paths_len+std:18.240Å}5.534, avg_sum_paths_len+std:54.520Å}7.338,per_exe_time:0.6123047039999802
