round0:running time: 0.081, start_pos:[(8, 4), (4, 12), (12, 9)], paths length:[33, 14, 19], min_sum:66, min_max:33
round27:running time: 0.617, start_pos:[(6, 8), (12, 10), (12, 7)], paths length:[35, 17, 36], min_sum:88, min_max:36
round28:running time: 0.038, start_pos:[(10, 5), (12, 3), (10, 2)], paths length:[22, 29, 38], min_sum:89, min_max:38
round29:running time: 1.107, start_pos:[(7, 12), (1, 2), (9, 8)], paths length:[27, 26, 15], min_sum:68, min_max:27
round30:running time: 0.569, start_pos:[(2, 5), (10, 2), (7, 2)], paths length:[24, 26, 27], min_sum:77, min_max:27
round31:running time: 0.209, start_pos:[(0, 10), (0, 1), (8, 3)], paths length:[18, 37, 13], min_sum:68, min_max:37
round32:running time: 0.131, start_pos:[(6, 5), (0, 4), (12, 4)], paths length:[19, 21, 26], min_sum:66, min_max:26
round33:running time: 0.923, start_pos:[(5, 2), (6, 6), (5, 10)], paths length:[28, 18, 27], min_sum:73, min_max:28
round34:running time: 0.134, start_pos:[(0, 9), (6, 6), (4, 11)], paths length:[29, 22, 13], min_sum:64, min_max:29
round35:running time: 10.968, start_pos:[(0, 1), (3, 0), (1, 8)], paths length:[25, 29, 23], min_sum:77, min_max:29
round36:running time: 0.327, start_pos:[(1, 12), (6, 1), (6, 7)], paths length:[25, 17, 17], min_sum:59, min_max:25
round37:running time: 0.437, start_pos:[(8, 6), (4, 10), (10, 5)], paths length:[20, 27, 35], min_sum:82, min_max:35
round38:running time: 1.949, start_pos:[(2, 0), (3, 6), (2, 5)], paths length:[56, 10, 15], min_sum:81, min_max:56
round39:running time: 7.885, start_pos:[(4, 6), (4, 4), (4, 12)], paths length:[19, 30, 30], min_sum:79, min_max:30
round40:running time: 0.434, start_pos:[(12, 7), (12, 6), (10, 11)], paths length:[12, 40, 25], min_sum:77, min_max:40
round41:running time: 0.292, start_pos:[(6, 0), (1, 11), (5, 10)], paths length:[16, 24, 13], min_sum:53, min_max:24
round42:running time: 0.911, start_pos:[(7, 8), (10, 3), (6, 9)], paths length:[17, 34, 25], min_sum:76, min_max:34
round43:running time: 1.753, start_pos:[(4, 11), (8, 6), (5, 2)], paths length:[28, 24, 25], min_sum:77, min_max:28
round44:running time: 0.662, start_pos:[(10, 6), (0, 1), (12, 1)], paths length:[33, 33, 21], min_sum:87, min_max:33
round45:running time: 0.438, start_pos:[(10, 4), (12, 2), (1, 6)], paths length:[28, 28, 26], min_sum:82, min_max:28
round46:running time: 0.304, start_pos:[(0, 8), (3, 4), (12, 4)], paths length:[16, 41, 14], min_sum:71, min_max:41
round47:running time: 0.486, start_pos:[(2, 11), (7, 8), (4, 8)], paths length:[7, 17, 38], min_sum:62, min_max:38
round48:running time: 0.262, start_pos:[(2, 6), (6, 5), (12, 1)], paths length:[25, 19, 29], min_sum:73, min_max:29
round49:running time: 0.343, start_pos:[(4, 6), (8, 6), (0, 9)], paths length:[36, 20, 6], min_sum:62, min_max:36
pre-processing time:0.032s, running time:100.372s, expansion:259.78, successful time:50, avg_max_paths_len+std:32.940Å}7.311, avg_sum_paths_len+std:74.260Å}10.028,per_exe_time:2.007445308000024
